,SalStartYr,Salary,Pos,Tm,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary_cap,Per_of_Salary_Cap
4550,2011,4000000.0,PG,MIA,28,22.6,2.2,5.5,0.399,1.2,3.3,0.359,1.0,2.2,0.459,0.506,0.8,0.9,0.871,0.2,1.9,2.1,2.5,1.1,0.1,1.3,2.3,6.4,58044000,0.06891323823306457
4553,2011,6000000.0,SG,PHO,3,16.6,2.2,4.0,0.565,0.0,0.3,0.063,2.2,3.7,0.606,0.568,0.5,1.1,0.492,1.3,1.6,2.9,0.8,0.6,0.4,0.8,1.3,5.0,58044000,0.10336985734959686
4554,2011,1160000.0,SF,TOT,0,11.0,1.6,3.8,0.43,0.0,0.1,0.0,1.6,3.6,0.444,0.43,0.6,1.1,0.574,0.9,1.5,2.4,0.2,0.2,0.4,0.7,1.1,3.9,58044000,0.019984839087588725
4556,2011,1352181.0,C,ATL,28,12.1,0.7,1.4,0.479,0.0,0.0,1.0,0.7,1.4,0.471,0.486,0.6,0.8,0.659,0.6,1.5,2.1,0.4,0.2,0.2,0.5,2.0,2.0,58044000,0.02329579284680587
4558,2011,1455960.0,PG,IND,79,29.9,5.0,11.0,0.457,0.5,1.6,0.331,4.5,9.4,0.479,0.481,2.6,2.9,0.871,0.5,2.3,2.8,5.1,1.1,0.2,2.5,1.4,13.2,58044000,0.025083729584453172
4560,2011,6611571.0,PG,MEM,81,35.5,5.2,11.8,0.444,1.0,2.7,0.369,4.2,9.1,0.466,0.486,2.2,3.0,0.733,0.4,2.7,3.0,6.5,1.8,0.2,2.2,2.2,13.7,58044000,0.11390619185445525
4561,2011,1223166.0,PF,LAC,0,11.2,1.8,4.3,0.424,0.9,2.0,0.43,1.0,2.3,0.418,0.524,0.4,0.6,0.625,0.5,1.9,2.4,0.4,0.3,0.3,0.6,1.9,4.8,58044000,0.021073082489146164
4562,2011,3341558.0,SG,OKC,0,13.9,1.8,4.2,0.436,1.5,3.6,0.422,0.3,0.6,0.519,0.616,0.4,0.5,0.8,0.2,1.5,1.7,0.5,0.3,0.0,0.4,1.2,5.6,58044000,0.057569395630900695
4564,2011,3627720.0,C,SAC,62,28.5,5.3,12.4,0.43,0.0,0.2,0.167,5.3,12.2,0.435,0.432,3.4,5.0,0.687,2.7,6.0,8.6,2.5,1.0,0.8,3.3,4.1,14.1,58044000,0.06249948315071325
4565,2011,5000000.0,SG,ATL,0,30.2,4.8,11.5,0.421,1.6,4.6,0.341,3.3,6.9,0.474,0.489,2.9,3.4,0.854,0.3,1.4,1.7,3.2,0.8,0.2,1.9,1.3,14.2,58044000,0.08614154779133071
4566,2011,1120440.0,SG,TOT,18,24.5,4.6,11.9,0.384,0.8,3.0,0.258,3.8,8.9,0.427,0.417,1.7,2.0,0.869,0.7,1.8,2.5,2.8,0.9,0.1,2.0,1.5,11.7,58044000,0.019303287161463716
4567,2011,2000000.0,PF,TOT,18,21.0,2.8,6.1,0.462,0.0,0.2,0.077,2.8,5.9,0.473,0.463,0.6,0.8,0.726,1.2,2.3,3.6,0.6,0.7,0.6,0.7,2.3,6.2,58044000,0.034456619116532285
4568,2011,3117120.0,PG,GSW,74,33.6,6.8,14.2,0.48,2.0,4.6,0.442,4.8,9.6,0.498,0.551,2.9,3.1,0.934,0.7,3.2,3.9,5.8,1.5,0.3,3.1,3.1,18.6,58044000,0.05370270829026256
4569,2011,7000000.0,C,SAC,46,24.2,3.4,7.1,0.473,0.0,0.0,0.0,3.4,7.1,0.474,0.473,1.4,1.9,0.73,2.7,5.6,8.2,0.8,0.5,1.5,1.7,2.8,8.1,58044000,0.120598166907863
4570,2011,850522.0,C,MIA,22,16.0,1.0,1.7,0.584,0.0,0.0,0.0,1.0,1.7,0.591,0.584,0.5,0.9,0.545,1.0,2.4,3.5,0.4,0.3,0.9,0.6,1.6,2.5,58044000,0.014653056302115636
4572,2011,1223166.0,SF,BOS,0,19.1,2.3,4.7,0.491,0.1,0.4,0.19,2.2,4.3,0.521,0.5,0.8,1.2,0.684,0.5,1.8,2.3,1.3,0.8,0.4,0.8,1.3,5.5,58044000,0.021073082489146164
4573,2011,15252181.0,PG,TOT,44,28.4,5.0,11.9,0.417,1.4,4.1,0.339,3.6,7.8,0.458,0.475,1.7,2.3,0.771,0.6,2.1,2.7,6.7,1.3,0.5,2.5,2.5,13.1,58044000,0.26276929570670526
4575,2011,6300000.0,C,BOS,13,29.5,4.6,10.3,0.448,0.0,0.2,0.133,4.6,10.1,0.454,0.449,2.5,3.4,0.736,1.3,4.2,5.4,1.2,1.0,0.4,1.1,3.0,11.7,58044000,0.1085383502170767
4576,2011,1929600.0,SF,DET,16,20.1,2.7,6.5,0.41,1.0,2.4,0.401,1.7,4.2,0.415,0.483,1.1,1.5,0.759,0.9,2.9,3.8,1.1,0.5,0.5,0.8,2.3,7.5,58044000,0.03324374612363035
4577,2011,3500000.0,SF,MIL,40,32.4,4.1,10.5,0.39,2.1,5.8,0.37,1.9,4.7,0.415,0.492,1.2,1.5,0.8,0.5,3.6,4.1,2.3,1.6,0.2,1.2,1.5,11.5,58044000,0.0602990834539315
4578,2011,12325000.0,SF,CHI,82,39.1,6.5,14.1,0.46,1.4,4.1,0.345,5.1,10.0,0.506,0.51,3.1,4.1,0.753,1.4,4.4,5.8,2.8,1.0,0.6,1.9,2.0,17.4,58044000,0.2123389153056302
4579,2011,2625000.0,SG,TOR,82,34.8,6.6,14.1,0.467,0.1,0.6,0.096,6.5,13.4,0.485,0.469,4.0,4.9,0.813,0.9,2.9,3.8,1.8,1.0,0.4,1.8,2.6,17.2,58044000,0.04522431259044862
4580,2011,9000000.0,PF,CHA,82,33.9,4.6,9.4,0.492,1.0,2.8,0.345,3.7,6.7,0.553,0.543,1.0,1.5,0.683,1.3,3.8,5.0,4.1,0.9,0.6,2.0,2.3,11.3,58044000,0.1550547860243953
4583,2011,2246400.0,PG,MIL,22,22.0,2.6,6.5,0.397,1.0,2.9,0.346,1.6,3.6,0.439,0.475,1.0,1.2,0.83,0.2,1.3,1.5,3.0,0.7,0.1,1.1,1.5,7.1,58044000,0.038701674591689064
4585,2011,1145640.0,SG,NYK,9,24.3,3.9,9.3,0.416,1.8,4.7,0.373,2.1,4.6,0.46,0.511,1.0,1.3,0.794,0.8,2.2,3.0,3.0,1.1,0.0,1.1,2.2,10.6,58044000,0.019737440562332023
4589,2011,4250000.0,SF,PHO,15,26.1,3.7,7.7,0.477,1.3,3.1,0.415,2.4,4.6,0.519,0.56,2.0,2.7,0.743,1.4,2.5,3.9,1.3,1.1,0.2,0.9,1.7,10.6,58044000,0.07322031562263111
4590,2011,3500000.0,PG,ORL,5,15.2,1.0,2.5,0.38,0.3,1.0,0.25,0.7,1.5,0.468,0.43,0.3,0.5,0.56,0.2,0.8,1.0,2.3,0.3,0.0,1.2,0.6,2.5,58044000,0.0602990834539315
4591,2011,21164619.0,C,SAS,76,28.4,5.5,11.0,0.5,0.0,0.1,0.0,5.5,11.0,0.502,0.5,2.4,3.4,0.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6,13.4,58044000,0.3646306078147612
4592,2011,3750000.0,SG,IND,44,27.6,3.9,8.5,0.462,1.7,4.2,0.402,2.3,4.4,0.519,0.56,1.6,2.0,0.8,0.5,4.1,4.5,1.7,0.7,0.5,1.1,1.8,11.2,58044000,0.06460616084349803
4594,2011,15506632.0,SF,OKC,78,38.9,9.1,19.7,0.462,1.9,5.3,0.35,7.3,14.4,0.504,0.509,7.6,8.7,0.88,0.7,6.1,6.8,2.7,1.1,1.0,2.8,2.0,27.7,58044000,0.2671530563021156
4595,2011,762195.0,SG,LAL,0,5.9,1.1,2.6,0.412,0.1,0.3,0.4,1.0,2.3,0.413,0.431,0.9,1.2,0.783,0.8,0.6,1.4,0.1,0.2,0.3,0.3,0.4,3.1,58044000,0.013131331403762663
4596,2011,1154040.0,SG,MIN,8,19.0,2.6,6.4,0.403,0.8,2.0,0.397,1.8,4.5,0.406,0.463,0.7,0.9,0.792,0.4,1.3,1.7,1.2,0.5,0.0,0.9,1.4,6.6,58044000,0.01988215836262146
4597,2011,11000000.0,SG,GSW,80,40.3,9.1,20.1,0.451,1.7,4.7,0.361,7.4,15.4,0.478,0.493,4.3,5.4,0.789,0.6,3.0,3.5,5.6,2.1,0.3,3.2,2.5,24.1,58044000,0.18951140514092757
4601,2011,762195.0,SF,UTA,3,9.4,1.6,2.3,0.661,0.0,0.0,0.0,1.6,2.3,0.667,0.661,0.5,0.8,0.703,0.7,1.2,2.0,0.5,0.3,0.3,0.4,1.0,3.6,58044000,0.013131331403762663
4602,2011,1223166.0,SF,TOT,24,21.2,2.4,5.8,0.417,0.8,2.3,0.329,1.7,3.5,0.475,0.482,0.7,0.8,0.897,0.7,1.4,2.1,0.6,0.5,0.2,0.5,1.8,6.3,58044000,0.021073082489146164
4603,2011,1229255.0,PF,TOR,18,26.6,1.4,3.4,0.408,0.0,0.0,0.0,1.4,3.4,0.412,0.408,1.6,2.9,0.545,4.0,7.5,11.5,1.3,1.0,0.2,1.3,3.0,4.4,58044000,0.021177985666046447
4604,2011,4151640.0,SG,SAC,53,37.0,6.7,16.4,0.409,0.8,2.6,0.291,5.9,13.8,0.432,0.432,3.6,4.7,0.771,0.8,4.0,4.8,5.6,1.5,0.5,3.2,2.5,17.8,58044000,0.07152573909448005
4606,2011,1097520.0,SF,CLE,18,21.5,3.0,7.0,0.425,0.6,2.1,0.275,2.4,4.9,0.488,0.466,0.4,0.6,0.643,0.6,2.2,2.8,0.8,0.8,0.6,1.1,1.8,6.9,58044000,0.018908414306388257
4607,2011,4000000.0,PG,NJN,18,24.6,3.5,8.9,0.392,1.5,4.2,0.359,2.0,4.8,0.421,0.475,1.1,1.4,0.82,0.3,2.0,2.4,5.0,0.8,0.1,1.9,1.8,9.6,58044000,0.06891323823306457
4609,2011,7560000.0,PG-SG,TOT,54,36.5,5.7,13.4,0.425,1.5,4.4,0.353,4.1,9.0,0.46,0.483,2.6,3.2,0.805,0.6,2.9,3.6,8.3,1.7,0.1,2.9,2.0,15.5,58044000,0.13024602026049203
4612,2011,762195.0,SG,NYK,81,31.0,3.6,7.3,0.497,1.0,2.7,0.393,2.6,4.7,0.556,0.568,1.4,1.8,0.769,1.3,5.1,6.4,1.9,1.0,0.2,1.3,1.4,9.7,58044000,0.013131331403762663
4613,2011,3400000.0,PG,LAL,82,28.0,2.5,6.5,0.389,0.8,1.9,0.396,1.7,4.5,0.386,0.449,1.0,1.3,0.806,0.2,1.7,1.9,2.7,1.2,0.1,0.9,2.3,6.8,58044000,0.058576252498104886
4614,2011,3414720.0,PG,MIN,8,18.5,2.0,5.6,0.365,0.6,1.9,0.31,1.5,3.7,0.393,0.417,0.6,0.8,0.762,0.2,1.2,1.5,3.4,0.6,0.1,2.1,1.1,5.3,58044000,0.058829853214802566
4615,2011,1500000.0,SF,DEN,11,12.6,2.0,4.3,0.454,0.3,0.9,0.328,1.7,3.4,0.488,0.489,0.9,1.4,0.678,0.4,1.4,1.8,0.8,0.4,0.1,0.7,1.2,5.2,58044000,0.025842464337399215
4617,2011,3000000.0,C,IND,3,16.8,1.4,3.0,0.479,0.0,0.1,0.0,1.4,2.9,0.488,0.479,0.5,0.9,0.563,2.9,3.4,6.3,0.8,0.4,0.6,0.5,2.3,3.3,58044000,0.05168492867479843
4618,2011,4250000.0,SG,LAC,24,24.6,3.3,8.4,0.388,1.1,3.4,0.327,2.1,5.0,0.43,0.455,2.1,2.4,0.893,0.2,1.4,1.6,2.7,0.7,0.3,1.5,1.9,9.8,58044000,0.07322031562263111
4619,2011,5600000.0,PF,PHO,64,33.0,4.6,10.8,0.432,2.2,5.7,0.39,2.4,5.1,0.479,0.535,1.2,1.4,0.832,0.8,5.8,6.7,1.2,0.6,1.0,0.9,3.5,12.7,58044000,0.0964785335262904
4621,2011,854389.0,PG,TOT,0,12.5,1.8,4.4,0.4,0.4,1.6,0.237,1.4,2.8,0.493,0.443,0.8,1.5,0.5,0.5,1.0,1.6,1.8,0.7,0.0,1.1,1.0,4.6,58044000,0.014719678175177452
4622,2011,4190182.0,PF-SF,TOT,60,33.9,4.3,10.3,0.414,1.7,4.7,0.352,2.6,5.6,0.467,0.495,5.4,6.3,0.862,1.0,4.0,4.9,1.7,0.8,0.4,1.3,2.3,15.6,58044000,0.07218975260147474
4624,2011,21247044.0,PF,BOS,71,31.3,6.1,11.6,0.528,0.0,0.1,0.2,6.1,11.5,0.53,0.529,2.6,3.1,0.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9,58044000,0.3660506512301013
4625,2011,12922194.0,C,MEM,81,31.9,4.5,8.5,0.527,0.0,0.1,0.429,4.5,8.4,0.528,0.529,2.7,3.6,0.748,1.9,5.1,7.0,2.5,0.9,1.7,1.8,3.3,11.7,58044000,0.2226275584039694
4626,2011,18714150.0,C,LAL,82,37.0,7.2,13.7,0.529,0.0,0.0,0.333,7.2,13.6,0.53,0.53,4.3,5.2,0.823,3.3,6.9,10.2,3.3,0.6,1.6,1.7,2.5,18.8,58044000,0.32241316931982633
4627,2011,15032144.0,SF,MEM,54,39.9,7.6,16.1,0.471,1.1,2.7,0.396,6.5,13.4,0.486,0.503,3.6,4.5,0.805,1.5,4.7,6.2,2.8,1.7,1.1,2.5,2.4,19.8,58044000,0.25897843015643307
4628,2011,854389.0,SG,TOT,34,20.0,2.2,4.7,0.458,0.3,0.9,0.333,1.9,3.8,0.488,0.491,1.3,1.6,0.783,1.1,2.1,3.3,0.7,0.7,0.3,1.0,1.7,5.9,58044000,0.014719678175177452
4629,2011,2406240.0,SG,IND,19,20.7,2.9,6.5,0.453,0.7,2.3,0.297,2.3,4.2,0.537,0.505,1.3,1.7,0.762,0.6,3.1,3.7,1.1,1.0,0.4,1.1,2.1,7.8,58044000,0.04145544759148232
4630,2011,4403834.0,SG,CLE,15,27.8,3.9,9.9,0.4,1.8,4.4,0.403,2.2,5.5,0.398,0.489,2.0,2.4,0.822,0.4,2.3,2.6,3.0,0.7,0.3,1.2,2.3,11.6,58044000,0.07587061539521742
4631,2011,1195680.0,PF,CHI,19,21.8,2.9,6.3,0.466,0.0,0.1,0.125,2.9,6.2,0.472,0.467,1.3,1.9,0.676,2.0,3.7,5.7,0.7,0.5,1.3,0.9,2.5,7.1,58044000,0.020599545172627663
4633,2011,4000000.0,SF,LAC,62,27.6,2.7,6.6,0.41,0.9,2.8,0.341,1.8,3.9,0.459,0.481,0.8,1.1,0.718,0.8,2.5,3.3,1.6,0.8,0.2,0.7,2.1,7.2,58044000,0.06891323823306457
4634,2011,6226200.0,PF,MIL,18,24.6,4.5,10.3,0.431,0.1,0.6,0.15,4.4,9.8,0.447,0.435,2.3,2.9,0.794,2.1,4.7,6.8,1.3,0.6,0.5,1.3,2.8,11.3,58044000,0.10726690097167665
4635,2011,11600000.0,SG,DET,27,26.0,4.1,9.4,0.44,1.3,3.2,0.402,2.8,6.1,0.46,0.51,1.7,2.0,0.85,0.5,1.9,2.4,2.1,0.6,0.2,1.7,2.2,11.2,58044000,0.19984839087588727
4636,2011,3831184.0,SG,LAC,56,37.7,7.6,16.9,0.45,1.9,5.2,0.364,5.7,11.8,0.488,0.506,5.1,6.2,0.825,0.8,2.1,2.9,4.4,1.3,0.3,2.7,2.1,22.3,58044000,0.06600482392667631
4637,2011,6790640.0,C,TOT,14,25.4,4.2,7.5,0.561,0.0,0.1,0.25,4.2,7.5,0.563,0.561,1.8,2.4,0.725,1.9,6.0,7.9,0.9,0.5,1.1,1.0,2.4,10.2,58044000,0.1169912480187444
4640,2011,12015904.0,SF,IND,79,35.0,6.8,15.9,0.425,2.0,5.2,0.386,4.8,10.8,0.443,0.487,5.0,5.9,0.848,1.1,4.3,5.4,2.6,1.1,0.8,2.6,2.7,20.5,58044000,0.20701371373440838
4644,2011,1223166.0,SG,NOH,13,21.7,3.5,7.9,0.443,0.7,2.0,0.348,2.8,5.9,0.476,0.488,1.0,1.3,0.78,0.3,1.8,2.1,1.0,0.5,0.2,0.9,1.9,8.7,58044000,0.021073082489146164
4647,2011,5731080.0,PF,LAC,82,38.0,8.5,16.8,0.506,0.1,0.3,0.292,8.4,16.5,0.51,0.508,5.4,8.5,0.642,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,58044000,0.09873682034318793
4648,2011,1300000.0,C,MEM,0,5.4,1.0,1.9,0.517,0.0,0.0,0.0,1.0,1.8,0.526,0.517,0.5,0.7,0.652,0.8,1.4,2.2,0.2,0.1,0.4,0.4,0.9,2.4,58044000,0.022396802425745987
4649,2011,17500000.0,SG,DET,39,27.2,5.2,12.2,0.429,1.0,2.6,0.382,4.2,9.6,0.442,0.47,2.7,3.1,0.849,0.4,1.9,2.3,3.1,0.7,0.1,1.6,1.7,14.1,58044000,0.3014954172696575
4650,2011,2138040.0,PF,IND,29,21.9,4.1,8.8,0.465,0.0,0.0,0.0,4.1,8.7,0.466,0.465,2.8,3.6,0.779,2.1,3.2,5.2,0.6,0.5,0.2,1.1,2.3,11.0,58044000,0.03683481496795534
4651,2011,762195.0,PF,TOT,0,13.1,1.6,4.2,0.383,0.3,1.3,0.242,1.3,2.9,0.45,0.422,0.4,0.5,0.731,0.8,2.1,2.9,0.6,0.3,0.3,0.3,1.6,3.9,58044000,0.013131331403762663
4652,2011,4604760.0,SG,OKC,5,26.7,3.6,8.3,0.436,1.4,4.0,0.349,2.3,4.4,0.514,0.518,3.5,4.2,0.843,0.5,2.6,3.1,2.1,1.1,0.3,1.3,2.5,12.2,58044000,0.07933223072152161
4653,2011,6226200.0,PF,DEN,3,22.8,3.8,9.2,0.416,1.6,4.5,0.357,2.2,4.8,0.473,0.503,1.2,1.6,0.735,1.0,3.5,4.5,1.4,0.5,0.1,1.5,2.8,10.5,58044000,0.10726690097167665
4654,2011,9319000.0,PG,TOT,70,31.7,4.8,11.5,0.422,0.8,2.5,0.322,4.0,8.9,0.45,0.458,4.7,5.7,0.833,0.2,2.1,2.4,7.1,1.0,0.1,2.9,2.3,15.2,58044000,0.16055061677348217
4655,2011,122942.0,SG,CLE,15,17.3,2.0,5.4,0.374,0.6,1.7,0.37,1.4,3.6,0.376,0.433,1.3,1.7,0.763,0.7,1.9,2.6,1.6,0.6,0.1,1.2,1.2,5.9,58044000,0.002118082833712356
4658,2011,4051024.0,C,PHI,81,21.2,3.3,7.0,0.465,0.1,0.5,0.243,3.1,6.6,0.48,0.473,0.6,1.1,0.534,1.6,4.1,5.7,1.5,0.4,0.9,1.2,2.5,7.2,58044000,0.06979229549996555
4659,2011,5250000.0,C,HOU,63,28.1,3.3,6.3,0.527,0.0,0.0,0.0,3.3,6.2,0.529,0.527,1.3,1.9,0.662,3.0,5.1,8.1,2.7,1.1,0.7,1.2,2.7,7.9,58044000,0.09044862518089725
4660,2011,2532960.0,SF,UTA,17,16.9,2.0,4.1,0.485,0.5,1.0,0.473,1.5,3.0,0.489,0.544,1.0,1.3,0.711,0.6,1.4,1.9,1.1,0.4,0.3,1.0,1.5,5.4,58044000,0.04363861897870581
4661,2011,1097520.0,SF,MIN,0,10.0,1.3,3.7,0.357,0.4,1.4,0.283,0.9,2.2,0.404,0.412,0.8,1.0,0.786,0.5,1.1,1.7,0.7,0.3,0.2,0.5,1.0,3.8,58044000,0.018908414306388257
4662,2011,7624500.0,C,DAL,8,18.5,1.8,3.1,0.574,0.0,0.0,0.0,1.8,3.1,0.577,0.574,0.9,2.5,0.362,1.8,3.4,5.2,0.3,0.2,1.0,0.7,2.0,4.4,58044000,0.1313572462270002
4664,2011,2250600.0,SG,CHA,30,24.4,3.8,8.4,0.454,0.1,0.5,0.194,3.7,7.9,0.472,0.461,1.9,2.4,0.785,0.7,2.3,3.0,1.5,0.7,0.5,0.9,1.7,9.6,58044000,0.03877403349183378
4665,2011,2171640.0,SG,MEM,16,13.9,1.7,4.2,0.406,0.1,0.4,0.118,1.7,3.8,0.441,0.413,0.9,1.4,0.635,0.2,0.7,1.0,0.5,0.3,0.1,0.3,1.3,4.3,58044000,0.037413686169113086
4666,2011,2588590.0,C,IND,80,27.7,5.1,11.0,0.461,0.0,0.0,0.0,5.1,10.9,0.463,0.461,2.5,3.4,0.745,2.2,5.3,7.5,2.0,0.4,1.8,2.3,3.2,12.7,58044000,0.04459702983943215
4668,2011,13000000.0,C,DEN,75,30.5,5.4,8.7,0.615,0.0,0.1,0.2,5.3,8.7,0.618,0.615,3.8,5.4,0.711,1.9,5.7,7.6,2.0,1.1,1.0,1.8,3.2,14.5,58044000,0.22396802425745985
4669,2011,2086360.0,PG,SAS,5,28.3,3.8,8.3,0.453,1.0,2.7,0.377,2.8,5.6,0.49,0.514,3.1,3.6,0.863,0.3,2.3,2.6,2.5,0.9,0.3,1.3,2.0,11.6,58044000,0.03594445592998415
4670,2011,6500000.0,SF,PHO,80,30.1,5.0,10.3,0.484,0.6,1.4,0.395,4.4,8.9,0.498,0.511,2.7,3.2,0.829,1.0,3.3,4.2,2.5,0.8,0.4,1.7,2.3,13.2,58044000,0.11198401212872992
4671,2011,2855760.0,C,HOU,11,15.6,2.4,4.9,0.491,0.0,0.0,0.0,2.4,4.9,0.494,0.491,0.8,1.2,0.706,1.8,2.5,4.3,0.4,0.2,0.7,0.9,2.2,5.6,58044000,0.04919991730411412
4672,2011,8100000.0,SG-PG,TOT,51,30.0,3.9,8.7,0.446,1.0,2.6,0.399,2.8,6.0,0.467,0.506,1.5,1.8,0.841,0.3,2.2,2.5,4.0,1.0,0.2,1.7,2.6,10.2,58044000,0.13954930742195576
4673,2011,1741440.0,PG,PHI,82,35.4,5.4,12.2,0.446,1.0,2.7,0.365,4.5,9.5,0.47,0.487,2.1,2.5,0.823,0.8,3.2,4.0,6.5,1.5,0.4,2.7,2.5,14.0,58044000,0.030002067397146993
4675,2011,12000000.0,C,ATL,77,35.1,6.7,12.0,0.557,0.0,0.1,0.5,6.6,11.9,0.557,0.558,1.9,2.4,0.798,2.4,7.0,9.3,3.5,0.8,1.0,1.5,2.5,15.3,58044000,0.20673971469919372
4676,2011,1352181.0,SG,MIA,1,17.5,2.3,5.7,0.399,1.2,3.1,0.389,1.1,2.6,0.411,0.505,0.7,0.7,0.95,0.2,1.5,1.6,1.1,0.6,0.1,0.5,1.2,6.5,58044000,0.02329579284680587
4677,2011,18091770.0,C,ORL,78,37.6,7.9,13.4,0.593,0.0,0.1,0.0,7.9,13.3,0.597,0.593,7.0,11.7,0.596,4.0,10.1,14.1,1.4,1.4,2.4,3.6,3.3,22.9,58044000,0.31169061401695264
4678,2011,2150000.0,SF,WAS,10,22.7,3.2,9.0,0.358,0.4,1.6,0.241,2.8,7.4,0.383,0.38,1.6,2.6,0.617,1.0,3.1,4.1,1.3,0.7,0.3,1.1,1.9,8.4,58044000,0.03704086555027221
4681,2011,8000000.0,PF,NJN,44,27.9,4.1,7.9,0.527,0.0,0.0,0.0,4.1,7.9,0.527,0.527,1.7,2.6,0.665,3.0,7.4,10.4,1.1,0.4,1.1,1.4,2.3,10.0,58044000,0.13782647646612914
4682,2011,1288200.0,PF,OKC,44,27.0,4.1,7.5,0.543,0.0,0.0,0.0,4.1,7.5,0.544,0.543,1.7,2.2,0.75,2.6,5.0,7.6,0.3,0.4,2.4,0.9,3.3,9.9,58044000,0.022193508372958446
4683,2011,13531750.0,SF,PHI,67,36.9,5.0,11.3,0.445,0.9,2.7,0.337,4.1,8.6,0.479,0.486,3.1,4.5,0.693,0.9,4.9,5.8,6.3,1.5,0.6,2.1,1.6,14.1,58044000,0.23312917786506787
4687,2011,1200000.0,SG,OKC,0,6.2,0.6,1.5,0.421,0.3,0.6,0.438,0.4,0.9,0.409,0.513,0.1,0.1,1.0,0.1,0.6,0.6,0.3,0.2,0.0,0.2,0.7,1.6,58044000,0.02067397146991937
4688,2011,5000000.0,SG-PG,TOT,15,20.7,3.1,7.7,0.408,0.4,1.3,0.306,2.7,6.4,0.429,0.434,2.2,2.6,0.85,0.2,1.8,2.1,2.9,0.7,0.1,1.3,1.2,8.9,58044000,0.08614154779133071
4690,2011,9256500.0,SG,CHA,67,35.9,6.5,15.8,0.411,1.8,5.4,0.337,4.7,10.4,0.449,0.468,3.7,4.6,0.816,0.8,3.7,4.5,3.6,1.2,0.4,3.1,2.4,18.5,58044000,0.15947384742609055
4691,2011,1243080.0,SF,NJN,9,16.1,1.8,4.1,0.447,0.0,0.1,0.0,1.8,4.0,0.46,0.447,0.7,1.1,0.643,0.7,2.7,3.4,0.8,0.6,0.5,1.0,1.4,4.4,58044000,0.021416167045689476
4692,2011,16022500.0,SF,MIA,79,38.8,9.6,18.8,0.51,1.2,3.5,0.33,8.4,15.3,0.552,0.541,6.4,8.4,0.759,1.0,6.5,7.5,7.0,1.6,0.6,3.6,2.1,26.7,58044000,0.2760405898973193
4693,2011,15076715.0,PF,CLE,38,32.9,6.7,15.6,0.427,1.6,4.7,0.346,5.1,10.9,0.462,0.479,3.1,4.2,0.731,1.5,5.2,6.7,1.7,0.9,0.5,1.4,2.4,18.0,58044000,0.2597463131417545
4696,2011,9282000.0,SF,SAS,81,30.4,3.8,7.9,0.474,1.7,3.8,0.44,2.1,4.1,0.504,0.579,1.8,2.4,0.759,0.7,3.2,3.8,1.3,0.5,0.4,1.1,2.0,11.0,58044000,0.15991316931982633
4697,2011,1229255.0,PF,TOT,9,14.3,0.7,2.0,0.349,0.0,0.2,0.222,0.7,1.8,0.364,0.36,0.3,0.7,0.414,1.5,1.3,2.8,0.9,0.7,0.4,0.5,1.8,1.8,58044000,0.021177985666046447
4698,2011,2493720.0,PG,MIL,61,34.4,5.7,14.7,0.39,1.6,4.8,0.323,4.2,9.9,0.422,0.443,3.2,3.9,0.809,0.7,3.0,3.7,4.8,1.5,0.3,2.3,2.1,16.2,58044000,0.04296258011163945
4700,2011,827197.0,PF,WAS,11,17.7,2.3,5.5,0.418,0.0,0.2,0.231,2.3,5.3,0.425,0.422,1.0,1.4,0.681,1.3,2.7,3.9,0.4,0.4,0.5,0.8,1.8,5.6,58044000,0.014251205981669079
4701,2011,5500000.0,PF,TOR,54,25.7,3.9,6.9,0.568,0.0,0.0,0.0,3.9,6.9,0.569,0.568,1.8,2.2,0.788,2.6,3.8,6.4,1.1,0.7,1.2,1.0,3.7,9.6,58044000,0.09475570257046378
4702,2011,762195.0,PG,POR,0,7.3,1.2,2.7,0.455,0.1,0.3,0.417,1.1,2.3,0.461,0.48,0.3,0.6,0.591,0.3,0.7,0.9,1.2,0.1,0.0,1.0,0.8,2.9,58044000,0.013131331403762663
4704,2011,1833120.0,SF,TOT,25,21.6,2.8,6.2,0.456,0.2,0.9,0.235,2.6,5.3,0.493,0.473,1.2,1.9,0.662,1.0,2.8,3.7,2.3,0.9,1.0,1.7,2.5,7.1,58044000,0.031581558817448833
4705,2011,18038573.0,SG,ATL,72,35.5,7.1,16.1,0.443,1.2,4.2,0.297,5.9,12.0,0.494,0.481,2.7,3.4,0.802,0.8,3.2,4.0,4.7,0.7,0.1,2.0,1.8,18.2,58044000,0.3107741196333816
4707,2011,4006080.0,SG,MIN,63,26.2,3.4,8.6,0.397,1.3,3.7,0.356,2.1,5.0,0.427,0.473,0.8,1.2,0.696,0.6,2.4,3.0,1.9,0.7,0.7,1.2,2.1,9.0,58044000,0.06901798635517883
4708,2011,2700000.0,SG,IND,2,13.1,2.2,4.8,0.467,0.3,0.9,0.359,1.9,3.9,0.491,0.5,1.5,2.0,0.767,0.1,1.4,1.4,0.7,0.4,0.2,0.7,1.6,6.3,58044000,0.04651643580731859
